Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Watchers,Watchers Id,Custom field (Actual Result),Custom field (Actual Result)_13,Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result)_14,Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Sprint_15,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Data),Custom field (Test Level),Custom field (Test Steps),Custom field (Test steps).1,Custom field (Testcase Result),Custom field (Testcase Result)_16,Custom field (Text Level),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Parent,Parent summary,Status Category
EC75 - Verify Edit Customer - Telephone Number – Mobile no must not be blank,BN-118,10262,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/10/2022 13:12,12/17/2022 13:20,3/17/2023 15:09,12/16/2022 23:58,,0,EditCustomer,Telephone Number – Mobile no must not be blank,Nguyen Duy Khang,638e955a489de2f7f46789a3,,Báo l?i,,BN-7,Edit Customer,,,,Báo l?i,,,,,0|i000ry:zzzzxev,,BN Sprint 1,,,,,,,,,,,,"1. ?i?n ??y ?? thông tin h?p l? cho form ngo?i tr? Telelphone Number.
2. ?? tr?ng th? Telephone Number
3. ?n nút Submit.",,Pass,Unit,,,,,,Done
EC75 - Verify Edit Customer - Telephone Number – Mobile no must not be blank,BAN-119,10118,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/6/2022 10:07,12/6/2022 16:25,3/17/2023 15:09,,12/13/2022 0:00,0,EditCustomer,Telephone Number – Mobile no must not be blank,Nguyen Duy Khang,638e955a489de2f7f46789a3,,,,,,,,,,,,,,0|i0006w:zzv,,BAN Sprint 1,,,,,,,,,,Unit,"1

2",,,,,,,,10006,Edit Customer,To Do
EC76 - Verify Edit Customer - Telephone Number  – Special character are not allowed,BN-123,10267,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/10/2022 13:13,12/17/2022 13:20,3/17/2023 15:09,12/16/2022 23:58,,0,EditCustomer,Telephone Number  – Special character are not allowed,Nguyen Duy Khang,638e955a489de2f7f46789a3,,Báo l?i ,,BN-7,Edit Customer,,,,Báo l?i ,,,,,0|i000ry:zzzzxex,,BN Sprint 1,,,,,,,,,,,,"1. ?i?n ??y ?? thông tin h?p l? cho form ngo?i tr? Telelphone Number.
2. Nh?p th? Telephone Number có ch?a kí t? ??c bi?t.
3. ?n nút Submit.",,Pass,Unit,,,,,,Done
EC76 - Verify Edit Customer - Telephone Number  – Special character are not allowed,BAN-120,10119,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/6/2022 10:07,12/6/2022 16:25,3/17/2023 15:09,,12/13/2022 0:00,0,EditCustomer,Telephone Number  – Special character are not allowed,Nguyen Duy Khang,638e955a489de2f7f46789a3,,,,,,,,,,,,,,0|i0006w:zzx,,BAN Sprint 1,,,,,,,,,,Unit,"1

2",,,,,,,,10006,Edit Customer,To Do
EC77 - Verify Edit Customer - Telephone Number  – Character are not allowed,BN-124,10268,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/10/2022 13:14,12/17/2022 13:21,3/17/2023 15:09,12/16/2022 23:58,,0,EditCustomer,Telephone Number  – Character are not allowed,Nguyen Duy Khang,638e955a489de2f7f46789a3,,Báo l?i,,BN-7,Edit Customer,,,,Báo l?i,,,,,0|i000ry:zzzzxey,,BN Sprint 1,,,,,,,,,,,,"1. ?i?n ??y ?? thông tin h?p l? cho form ngo?i tr? Telelphone Number.
2. Nh?p th? Telephone Number có ch?a kí t?
3. ?n nút Submit.",,Pass,Unit,,,,,,Done
EC77 - Verify Edit Customer - Telephone Number  – Character are not allowed,BAN-121,10120,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/6/2022 10:08,12/6/2022 16:25,3/17/2023 15:09,,12/13/2022 0:00,0,EditCustomer,Telephone Number  – Character are not allowed,Nguyen Duy Khang,638e955a489de2f7f46789a3,,,,,,,,,,,,,,0|i0006w:zzy,,BAN Sprint 1,,,,,,,,,,Unit,"1

2",,,,,,,,10006,Edit Customer,To Do
EC78 - Verify Edit Customer - Telephone Number - First character cannot have space,BN-125,10269,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/10/2022 13:15,12/17/2022 13:22,3/17/2023 15:09,12/16/2022 23:58,,0,EditCustomer,Telephone Number - First character cannot have space,Nguyen Duy Khang,638e955a489de2f7f46789a3,,Báo l?i,,BN-7,Edit Customer,,,,Báo l?i,,,,,0|i000ry:zzzzxez,,BN Sprint 1,,,,,,,,,,,,"1. ?i?n ??y ?? thông tin h?p l? cho form ngo?i tr? Telelphone Number.
2. Nh?p th? Telephone Number có kho?ng tr?ng ??u dòng
3. ?n nút Submit.",,Pass,Unit,,,,,,Done
EC78 - Verify Edit Customer - Telephone Number - First character cannot have space,BAN-122,10121,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/6/2022 10:09,12/6/2022 16:25,3/17/2023 15:09,,12/13/2022 0:00,0,EditCustomer,Telephone Number - First character cannot have space,Nguyen Duy Khang,638e955a489de2f7f46789a3,,,,,,,,,,,,,,0|i0006w:zzz,,BAN Sprint 1,,,,,,,,,,Unit,"1

2",,,,,,,,10006,Edit Customer,To Do
EC79 - Verify Edit Customer - Email : Email ID must not be blank,BN-126,10270,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/10/2022 13:15,12/17/2022 13:22,3/17/2023 15:09,12/16/2022 23:58,,0,EditCustomer,Email : Email ID must not be blank,Nguyen Duy Khang,638e955a489de2f7f46789a3,,Báo l?i,,BN-7,Edit Customer,,,,Báo l?i,,,,,0|i000ry:zzzzxezi,,BN Sprint 1,,,,,,,,,,,,"1. ?i?n ??y ?? thông tin h?p l? cho form ngo?i tr? E-mail.
2. ?? tr?ng th? E-mail
3. ?n nút Submit.",,Pass,Unit,,,,,,Done
EC79 - Verify Edit Customer - Email : Email ID must not be blank,BAN-123,10122,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/6/2022 10:09,12/6/2022 16:25,3/17/2023 15:09,,12/13/2022 0:00,0,EditCustomer,Email : Email ID must not be blank,Nguyen Duy Khang,638e955a489de2f7f46789a3,,,,,,,,,,,,,,0|i0006w:zzzi,,BAN Sprint 1,,,,,,,,,,Unit,"1

2",,,,,,,,10006,Edit Customer,To Do
EC80 - Verify Edit Customer - Email : Email ID is not valid,BN-127,10271,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/10/2022 13:16,12/17/2022 13:23,3/17/2023 15:09,12/16/2022 23:58,,0,EditCustomer,Email : Email ID is not valid,Nguyen Duy Khang,638e955a489de2f7f46789a3,,Báo l?i,,BN-7,Edit Customer,,,,Báo l?i,,,,,0|i000ry:zzzzxezr,,BN Sprint 1,,,,,,,,,,,,"1. ?i?n ??y ?? thông tin h?p l? cho form ngo?i tr? E-mail.
2. Nh?p th? E-mail không h?p l?
3. ?n nút Submit.",,Pass,Unit,,,,,,Done
EC80 - Verify Edit Customer - Email : Email ID is not valid,BAN-124,10123,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/6/2022 10:10,12/6/2022 16:25,3/17/2023 15:09,,12/13/2022 0:00,0,EditCustomer,Email : Email ID is not valid,Nguyen Duy Khang,638e955a489de2f7f46789a3,,,,,,,,,,,,,,0|i0006w:zzzr,,BAN Sprint 1,,,,,,,,,,Unit,"1

2",,,,,,,,10006,Edit Customer,To Do
EC81 - Verify Edit Customer - Email : First character cannot have space,BN-128,10272,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/10/2022 13:16,12/17/2022 13:24,3/17/2023 15:09,12/16/2022 23:58,,0,EditCustomer,Email : First character cannot have space,Nguyen Duy Khang,638e955a489de2f7f46789a3,,Báo l?i,,BN-7,Edit Customer,,,,Báo l?i,,,,,0|i000ry:zzzzxezs,,BN Sprint 1,,,,,,,,,,,,"1. ?i?n ??y ?? thông tin h?p l? cho form ngo?i tr? E-mail.
2. Nh?p th? E-mail có kho?ng tr?ng ??u dòng
3. ?n nút Submit.",,Pass,Unit,,,,,,Done
EC81 - Verify Edit Customer - Email : First character cannot have space,BAN-125,10124,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/6/2022 10:10,12/6/2022 16:25,3/17/2023 15:09,,12/13/2022 0:00,0,EditCustomer,Email : First character cannot have space,Nguyen Duy Khang,638e955a489de2f7f46789a3,,,,,,,,,,,,,,0|i0006w:zzzv,,BAN Sprint 1,,,,,,,,,,Unit,"1

2",,,,,,,,10006,Edit Customer,To Do
ECF1 - Verify Edit Customer form - Customer Id - Customer ID is required,BAN-161,10304,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,12/17/2022 0:07,12/17/2022 0:10,3/17/2023 15:09,,,0,,"Customer Id - Customer ID is required

!image-20221216-170928.png|width=751,height=288!",Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,Thành công,,,,,,,Báo l?i,,,,,,0|i00187:,,BAN Sprint 1,,,,,,,,,,,ID khách hàng là b?t bu?c ph?i ?i?n vào,,,,,,,,10305,Edit Custom form,To Do
ECF2 - Verify Edit Customer form - Customer Id - Customer Id - Characters are not allowed,BAN-164,10307,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,12/17/2022 0:12,12/17/2022 0:13,3/17/2023 15:09,,,0,,"Customer Id - Characters are not allowed

!image-20221216-171242.png|width=748,height=249!",Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,Thành công,,,,,,,Báo l?i,,,,,,0|i0018v:,,BAN Sprint 1,,,,,,,,,,,Không ???c s? d?ng ký t? ??c bi?t v?i ID khách hàng,,,,,,,,10305,Edit Custom form,To Do
ECF2 - Verify Edit Customer form - Customer Id - First character can not have space,BAN-165,10308,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,12/17/2022 0:14,12/17/2022 0:15,3/17/2023 15:09,,,0,,"Customer Id - First character can not have space

!image-20221216-171436.png|width=782,height=283!",Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,Thành công,,,,,,,Báo l?i,,,,,,0|i00193:,,BAN Sprint 1,,,,,,,,,,,Ký t? ??u tiên không ???c có kho?ng tr?ng,,,,,,,,10305,Edit Custom form,To Do
ECF2 - Verify Edit Customer form - Customer Id - Special character are not allowed,BAN-163,10306,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,12/17/2022 0:10,12/17/2022 0:11,3/17/2023 15:09,,,0,,"Customer Id - Special character are not allowed

!image-20221216-171102.png|width=745,height=282!",Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,Thành công,,,,,,,Báo l?i,,,,,,0|i0018n:,,BAN Sprint 1,,,,,,,,,,,Không ???c s? d?ng ký t? v?i Id khách hàng,,,,,,,,10305,Edit Custom form,To Do
ECF58 - Verify Edit Customer form - Customer Id - Customer ID is required,BN-23,10161,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/10/2022 12:33,12/16/2022 23:52,3/17/2023 15:09,12/16/2022 23:52,,0,EditCustomerform,Customer Id - Customer ID is required,Nguyen Duy Khang,638e955a489de2f7f46789a3,,Thành công,,BN-7,Edit Customer,,,,Thành công,,,,,0|i000ry:zzv,,BN Sprint 1,,,,,,,,,,,,"1.?i?n id cho th? Customer ID
2. ?n nút Submit.",,Pass,Unit,,,,,,Done
ECF58 - Verify Edit Customer form - Customer Id - Customer ID is required,BAN-24,10023,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/6/2022 9:22,12/6/2022 10:28,3/17/2023 15:09,,12/13/2022 0:00,0,EditCustomerform,Customer Id - Customer ID is required,Nguyen Duy Khang,638e955a489de2f7f46789a3,,,,,,,,,,,,,,0|i00047:,,BAN Sprint 1,,,,,,,,,,Unit,"1

2",,,,,,,,10006,Edit Customer,To Do
ECF59 - Verify Edit Customer form - Customer Id - Special character are not allowed,BN-26,10164,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/10/2022 12:34,12/16/2022 23:53,3/17/2023 15:09,12/16/2022 23:53,,0,EditCustomerform,Customer Id - Special character are not allowed,Nguyen Duy Khang,638e955a489de2f7f46789a3,,Báo l?i 'Please fill all fields',,BN-7,Edit Customer,,,,Báo l?i 'Please fill all fields',,,,,0|i000ry:zzx,,BN Sprint 1,,,,,,,,,,,,"1. Nh?p th? Customer ID có ch?a kí t? ??c bi?t
2. ?n nút Submit.",,Pass,Unit,,,,,,Done
ECF59 - Verify Edit Customer form - Customer Id - Special character are not allowed,BAN-30,10029,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/6/2022 9:26,12/6/2022 10:29,3/17/2023 15:09,,12/13/2022 0:00,0,EditCustomerform,Customer Id - Special character are not allowed,Nguyen Duy Khang,638e955a489de2f7f46789a3,,,,,,,,,,,,,,0|i0005j:,,BAN Sprint 1,,,,,,,,,,Unit,"1

2",,,,,,,,10006,Edit Customer,To Do
ECF60 - Verify Edit Customer form - Customer Id - Characters are not allowed,BN-27,10165,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/10/2022 12:34,12/24/2022 18:20,3/17/2023 15:09,12/24/2022 16:25,,0,EditCustomerform,Customer Id - Characters are not allowed,Nguyen Duy Khang,638e955a489de2f7f46789a3,,Báo l?i 'Please fill all fields',,BN-7,Edit Customer,,,,Báo l?i 'Please fill all fields',,,,,0|i000ry:zzy,,BN Sprint 1,BN Sprint 2,,,,,,,,,,,"1. Nh?p th? Customer ID có ch?a ký t?.
2. ?n nút Submit.",,Pass,Unit,,,,,,Done
ECF60 - Verify Edit Customer form - Customer Id - Characters are not allowed,BAN-37,10036,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/6/2022 9:34,12/6/2022 10:29,3/17/2023 15:09,,12/13/2022 0:00,0,EditCustomerform,Customer Id - Characters are not allowed,Nguyen Duy Khang,638e955a489de2f7f46789a3,,,,,,,,,,,,,,0|i0006v:,,BAN Sprint 1,,,,,,,,,,Unit,"1

2",,,,,,,,10006,Edit Customer,To Do
ECF60.1 - Verify Edit Customer form - Customer Id - First character can not have space,BN-28,10166,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/10/2022 12:35,12/24/2022 18:20,3/17/2023 15:09,12/24/2022 16:25,,0,EditCustomerform,Customer Id - First character can not have space,Nguyen Duy Khang,638e955a489de2f7f46789a3,,Báo l?i 'Please fill all fields',,BN-7,Edit Customer,,,,Báo l?i 'Please fill all fields',,,,,0|i000ry:zzz,,BN Sprint 1,BN Sprint 2,,,,,,,,,,,"1. Nh?p th? Customer ID có ch?a kho?ng cách ??u dòng
2. ?n nút Submit.",,Pass,Unit,,,,,,Done
ECF60.1 - Verify Edit Customer form - Customer Id - First character can not have space,BAN-48,10047,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Nguyen Duy Khang,638e955a489de2f7f46789a3,Nguyen Duy Khang,638e955a489de2f7f46789a3,12/6/2022 9:36,12/6/2022 16:23,3/17/2023 15:09,,12/13/2022 0:00,0,EditCustomerform,Customer Id - First character can not have space,Nguyen Duy Khang,638e955a489de2f7f46789a3,,,,,,,,,,,,,,0|i0006v:i,,BAN Sprint 1,,,,,,,,,,Unit,"1

2",,,,,,,,10006,Edit Customer,To Do
Edit Account,NC-34,10421,Epic,To Do,NC,N5_CD21CT5,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,1/3/2023 10:32,1/3/2023 10:48,1/3/2023 10:32,,,0,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,,ghx-label-7,,,Edit Account,To Do,,,,purple,,,0|i001tz:,,,,,,,,,,,,,,,,,,,,,,,To Do
Edit Account,BN-9,10147,Epic,To Do,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,12/10/2022 11:35,12/17/2022 18:22,3/17/2023 15:09,,,0,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,,ghx-label-7,,,Edit Account,To Do,,,,purple,,,0|i000qv:,,,,,,,,,,,,,,,,,,,,,,,To Do
Edit Account,BAN-9,10008,Epic,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,12/6/2022 8:26,12/6/2022 8:26,3/17/2023 15:09,,,0,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,,,,,,,,,,purple,,,0|i0001r:,,,,,,,,,,,,,,,,,,,,,,,To Do
Edit Custom form,BAN-162,10305,Epic,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,12/17/2022 0:08,12/17/2022 0:08,3/17/2023 15:09,,,0,,,Ph?m Hoàng S?n,6397e954f78d12c0f470fe51,,,,,,,,,,,,,,0|i0018f:,,,,,,,,,,,,,,,,,,,,,,,To Do
Edit Customer,BN-7,10145,Epic,To Do,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,12/10/2022 11:35,12/17/2022 16:47,3/17/2023 15:09,,,0,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,,ghx-label-7,,,Edit Customer,To Do,,,,purple,,,0|i000qf:,,,,,,,,,,,,,,,,,,,,,,,To Do
Edit Customer,BAN-7,10006,Epic,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,12/6/2022 8:26,12/6/2022 8:26,3/17/2023 15:09,,,0,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,,,,,,,,,,purple,,,0|i0001b:,,,,,,,,,,,,,,,,,,,,,,,To Do
FT82 - Verify Fund Transfer - Payers Account Number must not be blank,BN-14,10152,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,12/10/2022 12:27,12/24/2022 15:07,3/17/2023 15:09,12/15/2022 16:35,,0,FundTransfer,Payers Account Number must not be blank,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,,,BN-2,Fund Transfer,,,,show error message,,,,,0|i000ry:zzzzxezt,,BN Sprint 1,,,,,,,,,,,,"1. Do not fill in the payer account number box and fill in orther box. 
2. Enter submit",,Pass,Unit,,,,,,Done
FT82 - Verify Fund Transfer - Payers Account Number must not be blank,BAN-51,10050,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,12/6/2022 9:37,12/6/2022 16:34,3/17/2023 15:09,,12/13/2022 0:00,0,FundTransfer,Payers Account Number must not be blank,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,,,,,,,,,,,,,0|i0006w:zzzx,,BAN Sprint 1,,,,,,,,,,Unit,"# abc
# abc",,,,,,,,10001,Fund Transfer,To Do
FT83 - Verify Fund Transfer - Special characters are not allowed,BN-25,10163,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,12/10/2022 12:34,12/15/2022 16:51,3/17/2023 15:09,12/15/2022 16:35,,0,FundTransfer,Special characters are not allowed,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,,,BN-2,Fund Transfer,,,,show error message,,,,,0|i000ry:zzzzxg,,BN Sprint 1,,,,,,,,,,,,"1. Fill in special characters in the payer account number box
2. Enter submit",,Skip,Unit,,,,,,Done
FT83 - Verify Fund Transfer - Special characters are not allowed,BAN-19,10018,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,12/6/2022 9:19,12/6/2022 16:34,3/17/2023 15:09,,12/13/2022 0:00,0,FundTransfer,Special characters are not allowed,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,,,,,,,,,,,,,0|i0006x:,,BAN Sprint 1,,,,,,,,,,Unit,"# abc
# abc",,,,,,,,10001,Fund Transfer,To Do
FT84 - Verify Fund Transfer - Characters are not allowed,BN-32,10170,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,12/10/2022 12:36,12/15/2022 16:52,3/17/2023 15:09,12/15/2022 16:35,,0,FundTransfer,Characters are not allowed,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,,,BN-2,Fund Transfer,,,,show error message,,,,,0|i000ry:zzzzxh,,BN Sprint 1,,,,,,,,,,,,"1. fill characters in Payers Account Number
2. Enter submit",,Skip,Unit,,,,,,Done
FT84 - Verify Fund Transfer - Characters are not allowed,BAN-28,10027,Story,To Do,BAN,Banking,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,12/6/2022 9:23,12/6/2022 16:35,3/17/2023 15:09,,12/13/2022 0:00,0,FundTransfer,Characters are not allowed,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,,,,,,,,,,,,,0|i0006z:,,BAN Sprint 1,,,,,,,,,,Unit,"# abc
# abc",,,,,,,,10001,Fund Transfer,To Do
FT85 - Verify Fund Transfer - Payees Account Number must not be blank,BN-33,10171,Story,Done,BN,BankingProject,software,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,Medium,Done,,,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,12/10/2022 12:37,12/15/2022 16:52,3/17/2023 15:09,12/15/2022 16:35,,0,FundTransfer,Payees Account Number must not be blank,Hu?nh Tu?n Ki?t,638e955a77acd224b3427ebc,,,,BN-2,Fund Transfer,,,,show error message,,,,,0|i000ry:zzzzxhi,,BN Sprint 1,,,,,,,,,,,,"1. Do not fill in the payer account number box and fill in orther box. 
2. Enter submit",,Skip,Unit,,,,,,Done
